"","Title","Date","User","Body","Rating","Show"
"5128","Lumpkin",2016-04-29,"Tammy Avery","I enjoyed the last episode, Immigration, but Caitlin Dickerson's description of Lumpkin County is off and seems to be an attempt to build the story.",4,"Embedded"
"5129","Time Well Spent",2016-04-29,"TobieB","Heard about this podcast while listening to RadioLab. Downloaded one episode, listened and was hooked. Really appreciate the stories and the unbiased viewpoints (NPR is known for being heavily biased/liberal leaning, but that does not come through in this podcast).",5,"Embedded"
"5130","Brilliant",2016-04-27,"LeScribbler","Completely captivating & brilliant. NPR's new program Embedded takes listeners deep beyond the headlines into the details & voices of the story. Highly recommend.",5,"Embedded"
"5131","Depressing",2016-04-27,"Medicrn","and sad",1,"Embedded"
"5132","Great show",2016-04-27,"dontknot","I'm typically never compelled to write a review, but this show is great. All the episodes so far have been very entertaining and well delivered.",5,"Embedded"
"5133","Engaging",2016-04-27,"MrPetkus","Thoroughly engaging, well produced podcast with a strong narrative",5,"Embedded"
"5134","Remarkable",2016-04-27,"2ndhome","Riveting!",5,"Embedded"
"5135","Per usual, excellent!",2016-04-27,"melindah","Thank you NPR for yet another excellent podcast. Kelly McEvers is an insightful and thought provoking journalist. So excited to hear more of her reporting on this podcast!",5,"Embedded"
"5136","Great podcast",2016-04-27,"Louper25","This is one of the best podcasts I have ever listened to. If you liked Serial you have to try this.",5,"Embedded"
"5137","Amazing look into some shocking stories",2016-04-27,"WeatherNut04","These are stories that get talked about in depth on a local level. This podcast is shining a spotlight on these stories that need to be heard",5,"Embedded"
"5138","The courage",2016-04-28,"Raenedaezzz","This podcast is intense! Thanks Kelly McEvers and all production staff, for putting yourselves in difficult and sometimes dangerous situations to give us insights to real current problems. Please take care and stay alive!",5,"Embedded"
"5139","Let’s you see inside the issues",2016-04-28,"Fuliajulia","Give overwhelming insight into any issue they cover.",5,"Embedded"
"5140","Love it!",2016-04-28,"ElleDavGon","It's an awesome way to enhance my knowledge while taking care of daily tasks.",5,"Embedded"
"5141","Love, love this podcast!",2016-04-28,"Diana’s apps","Very informative. Every episode takes a news story you've maybe read about and makes it real. I feel like I've actually learned something, she tells the story and asks the questions I'm thinking. So refreshing to hear real journalism.",5,"Embedded"
"5142","My review is simple",2016-04-28,"Leafryan","The best podcast out right now.. I wait on it weekly",5,"Embedded"
"5143","awe inspiring",2016-04-28,"Skwisgaarr","Embedded is a podcast I truly get excited for every week. the in depth coverage and the humanity that is brought to the different issues makes this podcast an emotional ride that leaves you craving more and more.",5,"Embedded"
"5144","👏👏👏",2016-04-28,"Mollie Elise","Very well produced show highlighting interesting stories. A must listen for any fans of Serial and This American Life.",5,"Embedded"
"5145","Perspective and depth",2016-04-28,"Loon_a_Sea","Some of what I miss about Nightline-- someone who really gets in to the behind the scenes issues that don't get covered otherwise.",5,"Embedded"
"5146","Gut wrenching, captivating stories",2016-04-28,"dani52001","Very sad stories, but told with compassion and respect. Extremely well edited. Excellent reporting. My new favorite podcast, to fill the void left by Serial.",5,"Embedded"
"5147","Awesome",2016-04-28,"FabulousMari","Insightful in depth reporting",5,"Embedded"
"5148","Great but too short",2016-04-28,"Procax","I really enjoy this new NPR podcast. The stories are engrossing and entertaining but way too short. I want these to be an hour or more. I'm really glad to hear that the show is revisting the people from episode 1. And I hope to hear similar follow ups with the Bikers and Police as well.",5,"Embedded"
"5149","Great series!",2016-04-28,"TampaGunner1","Good topics and well done!",5,"Embedded"
"5150","Amazing Podcast",2016-04-26,"Rileyforpresident","I was immediately engaged in her story telling and how brave she is to embed herself in these situations to try to learn the truth. A must listen. A must subscribe. You won't be disappointed.",5,"Embedded"
"5151","Strong for a New Podcast",2016-04-26,"Embretted","All the episodes so far (first four episodes) are really well put together, edited, and recorded. The stories are interesting, and it adds something extra when the journalists report on the events from the actual locations where they were/are taking place.",4,"Embedded"
"5152","Very informative and thought provoking",2016-04-26,"Hjhyff","Embedded is a podcast for those who enjoying knowing what really goes on behind these big stories that hit the news for weeks and slowly fade away. This is exceptional journalism and not your average hogwash that you may get from the news or other forms of news that does not care to get the truth from where the action happens.",5,"Embedded"
"5153","Journalism as it should be",2016-04-26,"Sir Ben Jammin","Kelly McEvers and her team at NPR have put together one of the best podcasts I've heard in a long time. Embedded adds context to the headlines we think we understand and does a fantastic job giving listeners both sides of the story.",5,"Embedded"
"5154","Very enjoyable, informative, easy to listen to.",2016-04-26,"DanielleNO","Enjoy this podcast very much. Highly recommend if you like NPR",5,"Embedded"
"5155","Riveting",2016-04-26,"kat_era","I am so glad I started listening to this podcast. I'm not the type to write reviews, but I absolutely had to for Embedded. The journalism is honest and enthralling, the only criticism I have is that I wish the episodes are longer.",5,"Embedded"
"5156","Excellent undercover, embedded news reporting!",2016-04-26,"LawrenceLindsey","Superb, well produced, and interesting. Thanks!",4,"Embedded"
"5157","Great Podcast",2016-04-26,"jamierh","My new favorite podcast.",5,"Embedded"
"5158","One of my favorites",2016-04-27,"Brandon spirited away lover","I can say I am addicted to this podcast , straight up real experiences",5,"Embedded"
"5159","Like it - Wish episodes were longer",2016-04-27,"jrsanchez716","Now I know that producing a good podcast takes a lot of effort. I really enjoyed the first several episodes. But I do wish that they went at least 45 minutes to an hour especially the one regarding Skid Row. It seems like that episode just dropped off - somewhat disappointing. Overall I like the concept and appreciate the long uninterrupted format. Keep them coming!",5,"Embedded"
"5160","This is the first podcast I'm hooked on.",2016-04-27,"JesseInMA","Great podcast!",5,"Embedded"
"5161","Worth a listen.",2016-04-27,"GrumpyGobert13","Amazing new podcast that puts you right in the story. Can't wait for more.",5,"Embedded"
"5162","Yes.",2016-04-27,"Whatamidoinghere???rando","Wonderful new show. Keep it up!
Also, perhaps you can consider embedding yourselves in a school in the south Bronx. The stories you could tell...",5,"Embedded"
"5163","Best Podcast",2016-04-27,"Discerning Podcast Fanatic","Thought provoking & relevant.",5,"Embedded"
"5164","Love it",2016-04-27,"MelanoNWhit","It's focused, not long commercials and informative :)",5,"Embedded"
"5165","Love this",2016-04-27,"TerriboBerri","I've always loved the idea of investigative journalism. I love the idea of sneaking a peek into these different worlds. Loved the Waco biker episode...so crazy how ordinary men can become so lost in group mentality.",5,"Embedded"
"5166","Thoughtful",2016-04-27,"The Craver","Perfectly detailed and accurate.",5,"Embedded"
"5167","Quality all around",2016-04-27,"passion-beat","Love love love this podcast. The kind of excellent reporting one expects from NPR told in the most moving way.",5,"Embedded"
"5168","Provocative, first-person insight into the modern world",2016-04-27,"Joshjmack","A fantastic podcast that embraces the stylistic voice popularized by ""Serial""- raw, unfettered journalism
that will touch you deeply. Each topic is just as riveting as the last.... Kelly McEvers and her partner Tom make up another stellar storytelling team from NPR. I will be listening intently for each and every episode!",5,"Embedded"
"5169","New favorite",2016-04-27,"Joreyhurley","Kelly McEvers is my new imaginary best friend! Seriously, though this podcast gives you the chance to go in deep on some really intense, fascinating, and extreme situations. And see how relatable and universal the thoughts and emotions of the participants are. Looking forward to more -- and hoping for her to embed at a big city ER, in a maquiladora or sweatshop, and with a coyote. Fun times.",5,"Embedded"
"5170","Another winner for NPR!",2016-04-24,"Pandora's Abyss","I heard about this podcast while listening to Serial. I have to agree that this podcast is very well done and keeps the listeners attention from beginning to end. Well done!",5,"Embedded"
"5171","Good balance between shoot first and ask permission.",2016-04-24,"Cliff, Cliff’s Ocean","It’s nice to have first hand accounts of what’s happening from people in the situations. That’s crucial. The team also attempts to find a voice for different sides of an issue which is appreciated.",4,"Embedded"
"5172","Journalistic Story- telling done right",2016-04-24,"yecart81","I have come to expect much from NPR podcasts. They are done so well. Embedded doesn't disappoint. I had been searching for a new entertaining and enlightening podcast when I checked the charts and found this one - that was 24 hours ago - and I have now listened to all 6 currently available. The storytelling is so important but even moreso the narrator must buy good. Have a certain umami that's almost indescribable and that element exists because of Kelly as she draws you in and makes you feel like you are right there with her. I am all caught up so for now, as with my other favs like this American life, Radiolab, and Reply All, I have to wait until the next episode. I don't know why more people do not listen to podcasts, but for now, their loss! Highly recommend",5,"Embedded"
"5173","Great Reporting",2016-04-24,"Dayton Dad","The first three episodes were very interesting and were over way too fast. Keep up the great work!!",5,"Embedded"
"5174","Must listen",2016-04-24,"Phamrwtuop","Download a few and enjoy! A really good listen with just the right amount of depth",5,"Embedded"
"5175","Awesome",2016-04-25,"dpnaranjo","Pretty awesome show",5,"Embedded"
"5176","Amazing show",2016-04-25,"crsmp","I love the show, the concept, and length. My only suggestion for improvement is the vocal fry, sounds very much like the Serial lady.",4,"Embedded"
"5177","GREAT",2016-04-25,"SnakemanJake","Reminds me of Serial S.01. Really Gripping. I wish Serial was still this good.",5,"Embedded"
"5178","AMAZE!!!",2016-04-25,"Juelzkingz","I listened to all the episodes before lunch at work lol. Great narrator and coverage. Love it",5,"Embedded"
"5179","Insightful, deeper dive into the news",2016-04-25,"Kelsk123","You get to hear more thoroughly researched news. What I enjoy the most is that you get to take the journey with the journalists. Will continue to listen!",5,"Embedded"
"5180","Amazing",2016-04-25,"Garrettkroon52","The best story telling since SERIAL. Fantastic work.",5,"Embedded"
"5181","Love news and in depth journalism",2016-04-25,"Ronak15","I am an avid listener of stories on the radio, but this one goes deep. Deep enough for me to know a lot more than what is on the surface... Love to know about what is going around me and in the country. Keep up the good work and bring new shows ..!",5,"Embedded"
"5182","One episode and I'm hooked!",2016-04-25,"Dradd21","Love the show! Great editing and as always the hosts go above and beyond to deliver the full story.",5,"Embedded"
"5183","Great stories",2016-04-25,"lgreen Perkins","Good reporting, great stories, and characters from everywhere.",5,"Embedded"
"5184","Intriguing & Insightful",2016-04-25,"Txsangie","Amazing reporting!",5,"Embedded"
"5185","Wonderful Reporting",2016-04-25,"Skechersult","Basically this show accomplishes what Serial wish it could in just one episode. Story telling is great and the content is solid with little unnecessary speculation.",5,"Embedded"
"5186","It's like Serial",2016-04-25,"GTangarang","But a lot shorter. I mean that in both a good way and a bad way. I like that Embedded changes topics on a weekly basis, but I wish it was longer and looked at topics even more in depth.",5,"Embedded"
"5187","Amazing",2016-04-26,"Funnnnnn!!3$;$:(;!3/)","Great stories to listen to about ongoing issues or current events in society. If you love Serial you'll love this too!",5,"Embedded"
"5188","amazing podcast",2016-04-26,"ummm....yea","easily my favorite weekly listen",5,"Embedded"
"5189","Great show",2016-04-26,"Cambalu","The first 3 episodes have been great. Interesting and thoughtful reporting",5,"Embedded"
"5190","New fave!",2016-04-22,"Music20Lover15","I love this concept. We all get the basics of a news story but this delves deep and gives us a closer look. It's always interesting learning about people who are different than you are or new to you.",5,"Embedded"
"5191","If you love NPR and great stories....",2016-04-23,"A. Awe","Wonderful! Love the stories/reporting. Only wish episodes were longer!",5,"Embedded"
"5192","Liking it so far!",2016-04-23,"1979punderwood","Interesting content, good flow. Thought provoking.",4,"Embedded"
"5193","Love it",2016-04-23,"Kjjacks22","Show is amazingly done I'm hooked thank you keep up the good work.",5,"Embedded"
"5194","Very well done",2016-04-23,"Savvy shopper 97643","Incredibly interesting reporting which covers stories that are only briefly mentioned in most media.",5,"Embedded"
"5195","Thought provoking",2016-04-23,"MsWitty1","Love this podcast! More information on important stories than you get through normal media. Thought provoking, intelligent, and doesn't hurt that I feel my IQ is raised by listening. World needs more media like this. Thanks!",5,"Embedded"
"5196","Continuing to Fuel American Ignorance",2016-04-23,"Alliance1","There is something to be said about podcasts that take a stab at trying to be in your face and edgy...most of them are nothing short of producer baiting reality TV.",2,"Embedded"
"5197","It's TAL for current events",2016-04-23,"tbrain10","This is a great podcast. Instantly among my favorites.",5,"Embedded"
"5198","Interesting & well done",2016-04-23,"NotoriousNina","This podcast was an instant favorite of mine! The stories grab my attention from beginning to end, and are an interesting and unique take on news stories we've all heard. Well done",5,"Embedded"
"5199","Wish Kelly mcevers would leave her opinion out of it",2016-04-23,"Factsnotopinions","Enjoyed ep 1 and 2. But bothers me that Kelly always tries to be cool with her sources and acts like she's their friend, then later judges them during her closing monologue. It's always as if she befriends them to gain their trust, then backstabs them with a bad comment. She should just report the stories without including her opinion. I felt bad for her sources.",3,"Embedded"
"5200","Great podcast, I listen to every episode",2016-04-23,"just-mccoy","If you enjoy long-form reporting, this is an excellent podcast. Insightful, great reporting by the NPR team.",5,"Embedded"
"5201","Excellent",2016-04-23,"Murph011","Excellent podcast. The embedded podcast makes the effort that most major media outlets no longer attempt. Because of that, the stories are rich with facts and perspectives you cannot find anywhere else.",5,"Embedded"
"5202","Awesome",2016-04-23,"Sombodysom1","I have to admit I think I like this more than serial every story so far has been awesome.",5,"Embedded"
"5203","Got hooked from the get go!",2016-04-23,"Sunarsor","I can't get enough of the detailed, vivid stories told by the Embedded team. Kelly goes deep into the roots of each case. Top A+ investigation and reporting job by Kelly. Keep on telling great stories for general listeners.",5,"Embedded"
"5204","Needs Improvement",2016-04-24,"RP11374","This show has a lot of potential. It tries and succeeds at emulating This American Life features. However, I find myself increasingly annoyed by Kelly's tone. It is often exasperated, judgmental, and exaggerated. I would like to hear some empathy, thoughtfulness, and astuteness that is poignant, not jestful. This small adjustment would make the show considerably better.",3,"Embedded"
"5205","Good concept - Bad Narrator",2016-04-24,"JimmyFBabbbbby","Great NPR idea yet again - solid stories. PLEASE change the host , her voice is terrible it sounds like she has cotton mouth and annunciates incorrectly . Also , why does she thank everyone at the end like she did something amazing ? Maybe once a season , not every episode .",2,"Embedded"
"5206","Insightful",2016-04-24,"Kiefertex","Excellent. Fast paced and in depth.",5,"Embedded"
"5207","I wait for the next one to arrive",2016-04-24,"VintageJourneys","These In-depth journeys into the challenges of our time are enlightening and inspiring. With the detail Kelly provides each story has prompted me to investigate the issue further and follow it as it unfolds. So far, the opiod crisis is closest to home and my current exploration. Stay safe as you continue this important discovery work.",5,"Embedded"
"5208","Thoughtful and insightful reporting",2016-04-24,"tda5803","Just started listening and really enjoy the I depth reporting and angles presented by the program. Keep up the great work, reporting and interesting story lines.",5,"Embedded"
"5209","Another Great NPR Podcast",2016-04-24,"Bendjoh","A fascinating look into the worlds around us, this podcast is quickly becoming one of my favorites.",5,"Embedded"
"5210","Phenomenal",2016-04-21,"Florida recycler","I've always enjoyed Kelly McEver's reporting and found her work to be fantastic. In Embedded, she takes it to a whole new level - and in the process she is performing a valuable service. So much of our news consumption is bite size. We see a headline and a brief summary, and then - nothing. Perhaps a follow-up that's relegated to the digital equivalent of the newspaper, page C27, buried out of sight. But Embedded digs in deep and asks questions that make you think, make you want to look into something further. It's some of the best storytelling/reporting in podcasting.",5,"Embedded"
"5211","Outstanding Journalism",2016-04-21,"Adventure Darin","These podcasts are a deep amazing look into stories we hear that just touch the surface.
I highly recommend subscribing!",5,"Embedded"
"5212","Subscribe!",2016-04-21,"Kynoelp21","Mixes current events with story telling. Kelly is a fantastic reporter and story teller. Her neutral stance on these emotionally charged topics is refreshing.",5,"Embedded"
"5213","Honest reporting",2016-04-21,"Juliesanz","Enjoy every episode so far. Honest reporting!",5,"Embedded"
"5214","My new go to",2016-04-21,"Ucnaturals","Fantastic! Great story telling and reporting. Subjects are interesting. Enjoy it like I enjoy Story Corps, This American Life, TED Radio hour. A little bit of magic in a podcast.",5,"Embedded"
"5215","Impressed",2016-04-22,"Bewarethedog","Absolutely love this podcast. Not an NPR listener, but anxiously await the next podcast. Amazing stories. Incredible voice. Talented people.",5,"Embedded"
"5216","Podcast fan",2016-04-22,"Cqklem","Very well produced. Riveting!",5,"Embedded"
"5217","Wow. Just wow.",2016-04-22,"Yaaaaas!!!","I listened to all of these podcasts for the first time today. All I have to say is wow. Honestly, this is such an informative, intriguing, and hard-hitting podcast. I was instantly hooked. I'm eager to hear the rest of what's to come!",5,"Embedded"
"5218","Episodes are too short",2016-04-22,"amorrismich","The audio quality is great (I love the use of ambient sound that NPR is known for). My biggest problem is that you can't really cover the problems in Waco, El Salvador, etc. in 30 minutes. The team behind Embedded should really try to have a 1 hour programming slot as time goes on.",4,"Embedded"
"5219","NPR does it again",2016-04-22,"Waterman45","First serial and now this, my two favorite podcasts by a wide margin.",5,"Embedded"
"5220","Expat review",2016-04-22,"Olmue Ann","Kelly and team, THANK YOU! I recently subscribed to NPR One, and found Embedded there. It keeps me informed and engaged, and very entertained. I don’t miss living in the USA, at all, but I do miss great investigative journalism with a very human angle. Thank you so much for this dedicated, sincere, and insightful reporting. Looking forward to more.",5,"Embedded"
"5221","Love it!",2016-04-22,"Jewelsey1020","I'm really enjoying this podcast. Kelly puts herself in dangerous places to report brilliantly and bring us important stories from around the world!",5,"Embedded"
"5222","Fantastic!",2016-04-22,"JLes","Love this podcast! Just wish each episode was an hour. Thank you.",5,"Embedded"
"5223","Very compelling reporting & storytelling",2016-04-22,"Joshp84","Love it so far!",5,"Embedded"
"5224","great great great!",2016-04-22,"Bryan Knowlton","great great great!",5,"Embedded"
"5225","captivating & great production value",2016-04-22,"crg_v","The use of narrative, musical accompaniment, and audio recordings from each subject makes this similar to Serial or This American Life. The stories are captivating and really fascinating to listen to. Embedded shows, rather than tells.",5,"Embedded"
"5226","A great addition to the NPR lineup.",2016-04-22,"Fred3412","Another great podcast from NPR. Keep up the good work guys! We enjoy listening.",5,"Embedded"
"5227","Excellent. Wish it was longer.",2016-04-22,"Squirrel617","I just wish the episodes were longer. Just as I’m getting into the story, it’s over.",5,"Embedded"
"5228","Love Embedded",2016-04-22,"BrigetteDelaroche","Of all the podcasts I subscribe to, this is one I look forward to new episodes most.",5,"Embedded"
"5229","Awesome",2016-04-22,"DollazReed","Really really awesome",5,"Embedded"
"5230","Deep down broadcasting",2016-04-21,"lsdk","Love hearing these real life stories- always amazed at how well the reporters can connect with the people the talk to- eagerly awaiting new episodes each week!",5,"Embedded"
"5231","Great stories!",2016-04-21,"Curlymils","Very interesting stories on subjects that you normally only get to hear about on the surface (if at all). I'm looking forward to their future episodes!",5,"Embedded"
"5232","Quickly becoming my favorite podcast",2016-04-21,"Fhbjkjtffggjvvv","I love the imagery this podcast gives. My favorite one so far was the El Salvador one, I could imagine the environment, walking around and feeling the tension the gang brought. I felt as if I was in the shoes of the homeless people on skid row. I love what this podcast shows and talks, please keep them coming.",5,"Embedded"
"5233","Wonderful in-depth reporting",2016-04-21,"Kickinthefunk","I love this podcast, it is bound to deepen your understanding and empathy for different perspectives",5,"Embedded"
"5234","Great podcast, fascinating stories",2016-04-21,"Schmuck68","Keep up the amazing work!",5,"Embedded"
"5235","Incredible",2016-04-21,"Denzelonfire","Seriously a great podcast! Just listened to all three at once. The El Salvador episode broke my heart when their drive told the story of the 13 year old girl. Seriously compelling journalism.",5,"Embedded"
"5236","My new favorite podcast!",2016-04-21,"drvolker","Thoughtful, occasionally thrilling storytelling from one of NPR's finest journalists. Perfect combination of content, length, personality, and curiosity. Thanks for such terrific programming! 👍🏼",5,"Embedded"
"5237","Amazing Journalism",2016-04-21,"Shawn - Tampa, FL","Can't wait for more episodes!",5,"Embedded"
"5238","Meh",2016-04-21,"iHATED-IT","Giving a little credit for taking listeners to places where most of us would never dream of going.",2,"Embedded"
"5239","New favorite podcast",2016-04-21,"DBD625","Love it. My new favorite podcast",5,"Embedded"
"5240","A Weekly Serial",2016-04-21,"Ijusydontxare","Yes, I'm aware Serial was weekly, but it on one subject. Embedded has the same focus of serial, but shortened to a quick thirty minutes. Highly engaging, interesting topics and that classic NPR style of reporting makes Embedded one of the better new podcasts around.",5,"Embedded"
"5241","Wanted to like it but it is terrible",2016-04-21,"Pseudobrainy","For a show that is intended to go deep there is a decided lack of depth to the stories. There is merely exploitation of trite generalizations and sensationalism. Where’s the background? the research? the political and historical perspective? Just jump into a situation, spend three days, do a poor job of editing and stream it. I listened through to today and the skid road episode but won’t be listening anymore. The tone of this episode was truly awful, I did not find any content here that added any value to these tremendous problems in any meaningful way. Oh wait I see, I just went to the NPR website and see that this episode is a rework of content delivered on the radio a year ago. Well all the worse then. I am a serious podcast listener and am seeking thoughtful content developed for podcasts. This episode was a poorly cooked hash of leftovers.",1,"Embedded"
"5242","Love it",2016-04-21,"loloChrisine","I enjoy listening each week . Well produced and I like how, it's based on real stories .",5,"Embedded"
"5243","Awesome",2016-04-21,"neuron1","Great podcast. Definitely check it out.",5,"Embedded"
"5244","Addicting, in-depth show",2016-04-21,"Dr. K, M.D.","Love this show. So often media tells the start of the story and doesn't stay with the story or go in depth but Embedded does",5,"Embedded"
"5245","Great show!",2016-04-21,"Uuduviboh","I want more! Kelly tells a great story!",5,"Embedded"
"5246","Terrific!",2016-04-21,"ErikB008","Terrific stories, like mini versions of the Serial podcast",5,"Embedded"
"5247","Human stories behind the headlines",2016-04-21,"Jesse Gi","Kelly McEvers works hard to get the human stories behind the headlines. We need more of this investigative, old fashioned reporting in the media to tell the whole story and put things in context. Thank you Embedded!",5,"Embedded"
"5248","Stellar work!",2016-04-21,"paramedic192","Kelly McEvers does some stellar work here! From someone who regularly commutes 2 hours to and from work, I would love longer podcasts. 35 minutes a week just isn’t enough.",5,"Embedded"
"5249","Embd is Engrossing",2016-04-21,"Lizardink","I'm a picky podcast listener. Serial got me hooked on this media, and I love that I can come here to listen to smart people talk about smart ideas. Embedded is my new favorite. I love Kelly's style and will be back every Thursday to download for my evening commute. More please.",5,"Embedded"
"5250","Fascinating",2016-04-20,"Kellyannecakes88","Kelly McEvers does a superbly amazing job describing each situation. You really feel like you are right there with her. And these are stories that you probably would not hear about unless you were a local to the situation. They are the perfect length, right around 30 minutes. Sometimes I sit in my car after I get to my destination to listen to the rest of the podcast. I would rather be late for where I'm going than wait until later to finish the podcast! Kelly should really receive an award for this work. I am so interested to hear this news, it gives me a new perspective.",5,"Embedded"
"5251","Please Don’t Get Killed",2016-04-20,"JS Caughlin","Just listened to the PodCast about El Salvador’s gangs. It is sobering what other people have to endure simply to live. I hope anyone with an opinion about immigration “policy” would listen to this. Build a wall? How about build a bridge and help build stability? The U.S. had no problem dumping money back in the 80’s.",5,"Embedded"
"5252","Engaging and informative.",2016-04-20,"Llynnmcd","I heard about this from On Point. Excellent reporting in a very approachable format. Love it!",5,"Embedded"
"5253","Excellent journalism",2016-04-20,"Juan_P__M","Kept me at the edge the whole time, I wish it would be a longer episode. Please keep up the excellent work.",5,"Embedded"
"5254","VICE For Your Earballs",2016-04-20,"WolfeLogic","Thoughtful, insightful, and most times chilling reporting that everyone, EVERYONE should be listening to you. Please listen. Please vote in your government's elections.",5,"Embedded"
"5255","So far? Excellent!",2016-04-20,"Hiraaaah17","Really informative, while not being dry or too news-like. I only wish the episodes were longer. Can't wait for more!",5,"Embedded"
"5256","Excellent Podcast",2016-04-20,"MAK211","As others have mentioned, if you would like Serial or This American Life, you will appreciate the thoughtful, in-depth look at some of the major issues from the previous year.",5,"Embedded"
"5257","Outstanding",2016-04-20,"Geoffy B","Brilliant, insightful, and completely engaging. Highly recommend.",5,"Embedded"
"5258","Intriguing, fascinating, edge of your seat",2016-04-20,"Mroeger","I love this podcast. It's smart, interesting, well done, thought provoking and keeps you on the edge of your seat. I listened to 3 in one day I loved it so much!",5,"Embedded"
"5259","5 Stars!",2016-04-20,"Embren9","Another amazing podcast to get hooked on! Keep doing what you're doing, NPR - you're killin it.",5,"Embedded"
"5260","Real Reporting",2016-04-20,"lucindalynn","So good to connect with this program. This is good old school quality reporting utilizing new formats. Wonderful work Kelly et al. I learn, I cry, I laugh, I want more. Thank You!",5,"Embedded"
"5261","Fantastic",2016-04-20,"Stupid girl","Great stories! I'm half Salvadorian and hearing The Capital made me almost cry. To hear the sad truth that is going on in the world and how mishandled this (MY) country is, is very disheartening. Thank you for bringing this matter to people's attention. I hope you continue to bring real news to the world.",5,"Embedded"
"5262","Amazing",2016-04-20,"ChicagoLate","Such a great podcast! Very well done.",5,"Embedded"
"5263","Some of the best in-depth reporting out there",2016-04-20,"allie gator","Kelly McEvers is one of the most brilliant investigators and voices of our day. This podcast doesn't disappoint.",5,"Embedded"
"5264","Whoa",2016-04-20,"Musssiccccfahn","Great podcast!",5,"Embedded"
"5265","Can't wait for the next installment!",2016-04-21,"Delighted in Laredo, Tx","Thoroughly enjoy this podcast. All of the episodes, so far, are outstanding. Immerses you in the narrative. Feels too real. I'm already recommending it to all my colleauges. Nice one, NPR!",5,"Embedded"
"5266","Great new podcast",2016-04-21,"Spotted wolf","Very well done. Very polished production with interesting stories.",5,"Embedded"
"5267","Very Informative & Well Done",2016-04-21,"MichToUVA","This is a great podcast that provides a unique perspective and often the real story behind current events. Highly recommended!",5,"Embedded"
"5268","Excellent",2016-04-21,"RMC63","The stories are well told with good pacing and interesting details. They are stories of our time.",5,"Embedded"
"5269","Great, insightful journalism",2016-04-21,"MissWhich","I started listening for the Waco biker story and was instantly hooked. Riveting storytelling. Really appreciate the quality of journalism shown in this podcast. Well done.",5,"Embedded"
"5270","Great stories and reporting",2016-04-19,"otree32","Such a good show. Deep reporting and interesting topics.",5,"Embedded"
"5271","Hope it gets better",2016-04-19,"ToooCute!!","The show was interesting but was ultimately anti climactic for me. The Waco one ended abruptly and seemed half hearted to me. I'm surprised it's rated so high!!",2,"Embedded"
"5272","Great new podcast!!!!",2016-04-19,"Nickname-H8R","In-depth look at issues at home and around the world. Great addition to my podcast collection.",5,"Embedded"
"5273","Gritty and informative",2016-04-19,"Hair2play","I love this podcast. It is gritty, raw and has an immediacy that conventional news reporting no longer provides (they are too busy obsessing with Donald Trump for that). The pace is fast and furious and it's very clear that the creators are trying really hard to find the backstory that is more often than not, more interesting than the headline it authors. The episodes on San Salvador and the TX shootout just kept me riveted. Can't wait for more episodes.",5,"Embedded"
"5274","Best since Serial 1",2016-04-19,"Shannyskillz","Love this, wish it was every day!",5,"Embedded"
"5275","Amazingly put together",2016-04-19,"Tt149","One of my favorite podcasts, amazingly out together and so informational. Always covering critical issues that I feel get put on the back burner by the media.",5,"Embedded"
"5276","Breath of Life",2016-04-19,"bilbomagens","Without stories such as these we become blind to the issues of our neighbors and our world. Inspiring journalism and heart wrenching first hand accounts of the issues that should be on everyone's radar in the international community we exist in today.",5,"Embedded"
"5277","One of the best",2016-04-19,"Rilotron","I only wish that Kelly could embed us further. Easily one of the best programs out there.",5,"Embedded"
"5278","Incredible",2016-04-19,"Mogis, God of Slaughter","This program offers something that is a rarity in today's world full of top 10 lists and buzzfeed ""articles"", real journalism.",5,"Embedded"
"5279","Well done",2016-04-19,"Anne Brock","Great way to hear in detail about situations I would have never heard about otherwise. Great reporting. They put everything in to it.",5,"Embedded"
"5280","Fantastic reporting and interesting stories.",2016-04-19,"KayleighAleigh","This podcast is another example of great public radio. Kelly does an excellent job keeping your attention with her and her team's great reporting.",5,"Embedded"
"5281","So far so good!",2016-04-19,"Dalebert_R","Liking it so far.",5,"Embedded"
"5282","Wonderful story telling",2016-04-19,"Lib675","This podcast is gripping and insightful. You really do feel like you are part of a biker group or at the mercy of a Central American gang listening to these incredible, moving stories. This is most certainly worth the listen.",5,"Embedded"
"5283","Going beyond the story you read about",2016-04-19,"Angla18","But it is a very thoughtful and insightful journalistic venture. I have learned so much from the journey of the reporters during their time investigating the story. This podcast truly brings the lives of those affected into perspective that we would not know had it not been for this in-depth reporting. Thank you so much for taking the risks and going the extra mile to bring the real story to life.",5,"Embedded"
"5284","Insightful stories",2016-04-19,"EmalMe","I like the approach to go deeper into a story to find out more behind names. The house was a great episode but sad",5,"Embedded"
"5285","Elite white woman talks about stuff she ""doesn't get""",2016-04-20,"ezragoldman","Mainly shows how elite white people are so out of touch with the reality of the world.",1,"Embedded"
"5286","Love it so far",2016-04-20,"Lou McLou","Based on the first 2 episodes, I'm hooked. Great reporting, great storytelling. The way they gained the trust of the bikers and the addicts was impressive and made for 2 awesome episodes. Keep up the good work.",5,"Embedded"
"5287","Thought-provoking and compelling",2016-04-20,"KHo56","I don't usually do reviews but the El Salvador gang violence episode was the first on I listened to and I was very impressed. Fans of Serial will like this.",5,"Embedded"
