Title,Date,User,Body,Rating 
True,02/09/2010,GTNAKD,"Someones been skipping anger management class. It is a bit annoying waiting for 15 secs to find out who's on but... Anyhow. Some of the best interviews ever are done on this show. Thanks for the free, no breaks at all version.",5
Too easy to listen to.,02/10/2010,Fresh Halibut,I'm not looking for a shock interview but often find this long running show to be a safe haven for tired souls.,2
keep it up!!,02/14/2010,M.T.Pile,Terry you ROCK!!! I love the range from musicians to politicians to authors. Always captivating!,5
The best,02/24/2010,hwestiii,"Without reservation, absolutely the best program on the radio. Period",5
program titles,02/26/2010,simon124,Please use a separate program description in each title so we can identify it on our ipods. The generic title is confusing.,5
"One of my favorites. One request, though...",02/26/2010,procrastinasian,"I would really appreciate a more detailed description of the content of a show as well. I have stopped downloading this podcast on my iPod because I can't see who's on and I don't want to waste limited bandwidth on an episode that doesn't interest me. Otherwise, it's fantastic!",5
Horrible Podcast,03/02/2010,Kegel Monster,The news is so horribly presented in such an evil mindset that it makes this podcast unable to be listened to seriously.,1
Three years after Nikita...,03/13/2010,BillLarsen,"GREAT CONTENT, of course, but Nikita's review from April '07 still holds true. Poorly edited show. Typical programs consist of 2 parts. If early in the first part I decide that I want to tab forward to the beginning of the second part, it cannot be done. Tab takes me to the end of the entire program. My only option for finding the second part is to hold down the fast forward button and listen for voice changes. As elegant as an ancient 60's tape recorder. Terry, I know you operate on a shoestring budget, but why not task an intern to Google the solution to this one?",4
Smug but Good,03/14/2010,SpyThumb,"The opera is well done but not for everyone. Fine dining, expensive clothing, and smothering privilege ooze from Gross's talent purse. NPR is the attraction and Gross is lucky to reap residual acclaim. I'm annoyed how much I like her and this show. Its hard to ignore her failing attempt at cool and unaffected. Every word is nuanced with an undertoned sense of what's the word...elitism. Its a shame really. Only those few who can stomach the opera actually support it. Drink some wine with your pinky finger up to them apples Gross.",3
Always liked but,03/18/2010,Mylo North Dakota dude,"So I always liked Fresh Air...been listening since the late 80's but sometimes her super duper liberalism gets old. Just finished listening to her interview with Rove, never a big fan, but at the end of the interview I was on his side. But an interesting show.",4
Frustrating,03/20/2010,??>><<MMNJNBVC,"As others note the podcast is badly produced, with no title or keyword information and no segmenting. In addition the content is over-edited; the originating station WHYY reruns some shows four times in one week and if you can stand listening to it repeatedly you'll find they are all slightly different. A word here or there, a sentence clipped. It doesn't make me comfortable when she claims to be documenting important cultural figures to feel the talk is so worked over.",3
Interesting so long as politics are not discussed,07/06/2009,Justdoingmything1,"There is no attempt to view and report political stories with anobjective point of view. To think that Ms Gross is an actual reporter is an exercise in naivity. Just listen to the blatant lovefest of Sandra Sotomeyor in the June 30th show. Other than politics, her interviews are quite nice though some are boring to me.",2
Good Podcast,07/10/2009,Neka87,"This podcast is both intellecutally stimulating while remaining diverse and intruiging (which can sometimes be too hard to find). I love Terry (the usual host) because of her relevant questions and the level of comfort she provides for those being interviewed. Most podcasts are split into two sections: featured interview, then art review (covers all forms). I enjoy that those chosen for interviews are sometimes well known stars along with lesser known pioneers. Sometimes the podcasts can be a bit dated but usually this is to coincide with project release dates.",4
Great Show,07/19/2009,baddog2,Terrific interviews by a smart and insightful interviewer. Sound quality could be better.,4
"Fresh Air, the best way to commute to work",07/31/2009,Crative,give it a listen,5
Best interviewer on radio.,08/07/2009,never miss,"Fresh Air is my #1 favorite interview program be it radio, tv, etc. If you've not heard of the guest or the topic tune in anyway because Terry Gross and her staff have a knack for unearthing interesting people and topics you might at first glance not be interested in.",5
Superbly entertaining and insightful,08/20/2009,Bzzzzzzza,Listening to frshair is always an hour well spent.,5
Mostly great,08/21/2009,cykoduck,"only mostly because I can't say that all the interviews interest me, but most do, and done great. I just wish as a podcast it would have chapters or easier to skip to the next segment",4
The Best Interviewer on Radio or TV,09/01/2009,Wizard on the Vineyard,"Terry is simply the best interviewer on radio or TV. I have great admiration for Charlie Rose, but Terry Gross is even better. She always asks the questions that beg to be asked (surprising how few interviewers do). She gets great color from her subjects.",5
Favorite poscast,09/15/2009,laura-gee,I love Terri's voice.,5
any fresh air,09/25/2009,cynsc,was amused by negative review about editing. surely not. this is new yorker on radio. try to find anything like it. thank you fresh air.,5
Best in class,10/03/2009,Roman numro,Each freshair is done with such a perfection can not think of another show to compare with. Thank you Terry!,5
Please put title on the description,10/10/2009,butthatsjustme,I like to collect the podcasts on my iTunes then save the ones that look interesting. This is hard to do when the descriptions are not provided. Other podcasts do this...any thoughts of doing it?,3
Terri Gross is Fabulous,10/20/2009,malie.sturgis,"Ms. Gross has consistently excellent shows. Her interviews are thoughtful and manage to fully engross both the interviewee and the listener and appeal to our common experiences as people. I always learn something about the human condition, her guests, Ms. Gross and myself. Amazing feat in 44 minutes.",5
Love this show,10/22/2009,Masipag999,Excellent! Listen to it every weekday as I work,5
IF you like this.........,11/17/2009,Reefree,You will love the fresh perspectives on a podcast called FREED UP!,5
Titles,11/24/2009,BecTone,PLEASE put the subject in the title!,5
"Outstanding podcast, Terry Gross is one of the best American journalists ever !",11/25/2009,Starfaced,"So glad to have Terry Gross' Fresh Air as podcast. I hope that they can put at least some of the Archived shows as podcasts. There are so many jewels, Terry has, over the years, interviewed Anybody Who is Anybody---- and then some. Love her topics, love her persona, love her questions, especially love her belly laugh!",5
A+++,11/27/2009,Ultimacy,I cannot delete past episodes of Fresh Air from my iTunes directory 'cause every one is worth listening repeatedly.,5
Great show.,12/04/2009,PodHead101,this is the only podcast I try to listen to every episode. my only suggestin is to have the guest names in the podcast title for easy browsing.,5
Best interviews,12/09/2009,Alpsrose,"Terry Gross is the best interviewer I've ever heard. The topics are interesting, informative and insightful. I would have given it a five star if Terry is not so arrogant and biased against China",4
Terry should go to speech camp,09/30/2008,royalblood,"Seriously, why does such an intelligent woman feel the need to talk like a Valley Girl? You know, with the voice raised at the end of a sentence to make it sound like some insecure question? And, like, what's with, like, all the ""likes""?",4
Such a Delight,11/06/2008,Maloneus,"I've been listening to fresh air for several years. To this day, I load my Ipod up with a story a day and go to the gym. Excersise + Knowlegde = A strong self. Thanks Terry for your insightful views and always relavent and wonderfull guests.",5
OK podcast,11/07/2008,Troutdaletim,I have listened to the show a long time and find the political side to be unworthy of the broadcast for the political partisanship shown. I also hear disdain for Chrisitanity for there was one particular interview where the guest called Christ a loser. Not good. Stick with the entertainment field.,3
TERRIBLE,11/08/2008,pinkfloyd123445,"What a load of crap. NPR is the most liberal station out there, it makes me sick just to listen to it. I respect everyones opinions, but this station is out of control.",1
Great show,11/19/2008,Arian Kottabi,"Terry Gross is a great journalist, she brings the best commentary out of her guests.",5
Bill Ayers?,11/19/2008,Andrewbob,I'm horrified that you let Bill Ayers on. He killed innocent people and does not belong of radio--even liberal radio.,1
Simply the best,11/20/2008,spaceboy4051,Great minds & conversations,5
Best Radio Podcast,12/02/2008,CMBALB,Fresh Air is the best show on radio. Terry Gross had a wonderful interviewing skill. She asks insightful questions and puts her guests at ease. Listeners are enlightened and entertained. I listen to Fresh Air even when I do not think I will be interested in the topic---but I always end up enjoying it!,5
DS,12/21/2008,johnnydrutah,"Great interviews, great quality, always on time. What more could you ask for from a podcast",5
Love it!,01/01/2009,monkeygirl8962,I love Fresh Air and rarely am able to catch it on the radio. Thank you iTunes and NPR for making this available.,5
One of the best NPR podcasts,01/06/2009,greening girl,"This show just gets better every year! Terry Gross is one of the best interviewers out there, and her TV and movie reviewers are absolutely wonderful.",5
Gross is Insufferable,01/08/2009,Explodius Harris,"What's a nine-letter synonym for ""emetic""? Try ""Teri Gross."" I've never seen such a half-hearted effort at conceiling one's views. Gross is as smug and slanted as they come, and she seems to think her act comes off as objective. She absolutely drives me up the wall...and I'm a liberal! Gross can't hold a candle to other NPR moderator/hosts like Tom Ashbrook or Diane Rehm. She almost always champions the view I hold, but unlike most people writing reviews here apparently, I'm not going to act like somebody's the world's greatest just because I agree with her. That's sort of different from being good--or responsible--at her job. (Ironically, that's the same reason why people will rate this review as ""not helpful"": not because it isn't helpful--seriously, what is or isn't helpful about a 200-word comment on a podcast?--but because it doesn't mesh with their prejudices.)",1
Fresh Air archive duration,01/25/2009,scooter471,"Since this show gets recycled on the air regularly, I catch a bit now and then as I tune in that is the end of a previously aired program. I would like to catch the whole thing later. Podcasts seemed an ideal way to do that. Oops, my mistake, only ten podcasts are archived. And the program I was looking for is not among the ten most recent programs.",2
Bill is a rational mind with an honest voice.,03/22/2009,Nebrmom,"Tell it like it is. No BS and no one paying him off to spew their agenda. He's honest and funny. He thinks in rational and realistic terms while promoting equality and freedom. The founding fathers would have loved him (and would likely wonder how we got so off track in America). Its about ""we"" not ""me"" in this country and Bill understands that. In this sense, how is it Bill understands Jesus' preachings more than the right-wing so-called Christians? He's not even religious! Oh, because it's common sense, common decency which the far right has proven to be lacking. Anyway, the podcast does need some work in terms of editing. It takes forever to download this podcast compared to all my others and it can cut short at times, which is frustrating, but still well worth the content. I think the podcast for this awesome HBO show is a work in progress. RECOMMENDED!!",5
Probably one of the greatest radio programs today,04/09/2009,MarkElliott,"As you listen, consider these facts - Terry Gross reads every book, sees every movie and really does her homework (just listen to the Russell Brand interview. The prep for that took a long time.) Also, she is NEVER in the same studio with her guest. She has no eye contact with them, EVER. She is the best interviewer in media today.",5
Not sure why this show is so popular...,04/19/2009,webjaso,I go out of my way to not listen to this show while driving back from work to the extent of intentionally scheduling close of business meetings so I would completely miss this show. What is so good about it? Maybe been from a spanish country keeps me from enjoying this apparent gem. Do I need professional help?,1
Fresh Air Podcasts,04/20/2009,Wilber S,"I am not always in my car and able to listen to Fresh Air. Instead I download them onto my Nano and listen to the podcasts in my car, at home, and in the gym. I find them extremely informative, enjoyable, funny and entertaining. Need I say more. Terry Gross is the best at interviewing her subjects and getting them to open up and share their thoughts and or opinions without feeling naked. What a genius!!! Enjoy, enjoy, enjoy It truly adds a breath of fresh air or perspective to my day.",5
"Please list the show's topic in the ""podcast"" field",05/15/2009,Pauly Software,"I listen to Fresh Air almost exclusively on my iPod. One thing that's always bothered me is that when I scroll through the shows, the date is the only information available on my iPod screen. ""On Point"" puts the show's topic in the podcast field, so when I'm looking for a particular show, I can just scroll to the topic. It's very very helpful and I'd like to see Fresh Air adopt this practice. Other than that, I think Fresh Air is a top-notch, five star podcast. Terry Gross is great!",5
Hooked on it,06/25/2009,Fresh air addict,The show has been part of my life for two years now. Terry does her research and peels all the layers like an onion.,5
Terry Gross is the best.,07/04/2009,Larry Apple,"The most interesting show on the air. Each interview shows her preperation. Many times I think I am not interested in the subject she is discussing, but as the interviews proceeds, I am fascinated.",5
"WHY ARE SO MANY EPISODES CUT SHORT, THEN FIXED LATER?",04/01/2008,rassoodock,"The podcast feed directly from WHYY is fine, but iTunes often offrers incomplete episodes that cut out in the middle of someone talking. This happens all the time! Why can't iTunes get their act together on this podcast?",1
What happened to this podcast?,04/02/2008,Surf City,"It used to be that the full Fresh Air broadcast was in the podcast. Now apparently only chunks of it are included in the podcast? Why did the full broadcast disappear. The rating would have been ***** with the full broadcast. Because it is Terry Gross, it is worth ** because of the abbreviated length. Please bring back the full broadcast!",2
Warning! There's nothing worse than a great thing cut short!,04/03/2008,Nikuman,Usually a Fresh Air Podcast is between 30~60 minutes long most averaging over 50 minutes. Recently there have been some podcasts (like the one about the Bin Laden family) that were only 5 minutes or 7 minutes long. Be forewarned if you see unusually short ones like that -there is some technical glitch that has caused these podcasts to be cut short stopping mid-sentence just when they were getting interesting! Like coitus interruptus you'll wish you hadn't started in the first place!,5
A Fix for the Show Ending Early,04/04/2008,RandomConsumer,"To those how are having problems with downloading the podcast and are only getting partial shows, this is not intentional. NPR has been having a few problems of late with it's podcasts. I've had multiple shows give me problems. All Songs Considered, Fresh Air and Car Talk all seem to suffer this fate. On All Songs Considered they explained that if you're having trouble with the feed simply unsubscribe from the feed and resubscribe. This should solve your problems. Hope this helps.",4
"great show, but now only first 5 minutes",04/04/2008,rex67,"Not sure if this is a mistake, but since last week only 5-6 minutes of the program is available on the podcast.",3
10-year-nap,04/04/2008,reedwriter,There seems to be a major problem with the editing and production. I've downloaded this one several times as well as the bin laden episode and they cut off after 10 minutes...,1
fresh air,04/05/2008,Michele H,"I used to love listening to this podcast, but just recently they have decided to edit it dramatically. The podcast has gone from being 45 minutes long to only about 6 or 7 minutes. Very disappointing!",1
FResh AIR,04/05/2008,QVM,Great Half -a-podcast now! What do we have to now pay for the full versions of this podcast or what?,3
I love Fresh Air!,04/12/2008,cstephens314,"Fresh Air is great, I was so happy when I heard it was coming to iTunes.",5
Why the music is not included in many of the interviews!,04/14/2008,Sam Seegs,"Hey everyone,
The reason they can't include the songs in some podcasts is because people would be able to edit the podcast to take out the interviews and get the music for free. This creates licensing problems. When it's live on the radio, they have the rights to broadcast it, but if they play pre-recorded tunes, they record companies aren't happy. Hope this explains why iTunes and NPR aren't trying to short-change you; their hands are tied!",4
New Podcast staff?,04/16/2008,WalterHeape,"Fresh Air is one of my favorite NPR programs and Terry Gross one of my favorite radio personalities. I've subscribed to the podcast for over a year now. It started out very professional and well edited. Over the last few months the quality of the podcast has gone downhill (makes me wonder if there have been some cuts at NPR?). Gone is the pleasant NPR outro jingle. Now we have choppy editing and shows often cut off mid-run. Songs are edited out. Today's podcast, an interview with Uma Thurman, cuts off at the 1:17 mark (I've downloaded it 3 times so it's not me...). These inconsistencies are troubling when you consider this is one of the best shows on radio. NPR get it together!!",5
narrow and one-sided,04/19/2008,california robert,mostly bashing the right and promoting the left. very leftist mentality. fresh air should be balanced with some real programming for a well-rounded diet. occassionally there is something that is a little more than idealogical on fresh air. but only rarely. two stars.,2
Too white to be this important in this day and age.,04/24/2008,Diepiriye,"I used to love this show. This show tacitly offers a white perspective on subjects and rarely centralizes any others voices save for tokenizing 'the other'. While the show is informative and fresh, after listening to News and Notes or Tell Me More, I find that Fresh Air falls way short of critical insight.",2
Fresh Air now podcasted!,05/15/2008,sdlistener,"Seems like I waited forever for this one to appear. My only beef, and it's minor, is when they cut to a break and Terry says ""We're talking to Mr. X, who's currently...we're going to pause for a break."" On the normal radio broadcast a commercial or a musical interlude would come next. But on the podcast, what comes next is ""Welcome back, we're talking to..."" So, just a bit of editing is needed. Not a big deal.",4
"Good and all, but...",06/02/2008,violinist22,"I used to download this podcast regularly. Then I came across some trouble, the podcasts would just stop right in the middle. I wasn't happy about this. I tried everything. I even wrote to NPR about this problem, but they haven't responded at all. I gave up and stopped listening to it. Not worth it, in my opinion...",2
use an engineer,07/16/2008,DinnisTheMenace,I was glad to see another reviewer mention the uneven audio quality on Fresh Air's podcasts. They frequently switch around from Terry in present day recording to Terry in a past interview. These and also the introductions and interviews are often up and down in volume and also edited poorly. I sent a similar complaint to the Philadelphia radio station which hosts the show but they had no reply. I can't complain about the price I pay and I love this show. Just wish they would pay attention to that vanishing idea of quality.,4
this is usually a good show...,07/16/2008,whydoweneednicknames,"but i disagree that terry gross is the best interviewer. For more personal/human interest stories, I think she is fine. But, for the political shows, I much prefer Dave Davies. I think he has a better style that fits the political/social issue interviews. I don't feel that he leads the subject as much. For my tastes, Mrs. Gross is a little one-sided and somtimes seems a little unsure of her self (uncomfortable laughter). Please don't misunderstand. I appreciate and admire her abilities to front such a long-lasting, interesting show. Another point, I also don't like the current book reviewer. She sounds like she's trying to write an essay that's more important than the books she is reviewing. I always skip that part of the show (one of the great features of the podcast).",4
Cut short only 5 minutes into it!,08/23/2008,JPvr,I was so excited when I heard the beginning laugh from the 8/01/08 Fresh Air podcast! I recognized the opening scene of Dr. Horrible's Sing Along Blog. I had just purchased it on itunes and couldn't wait to hear the behind the scenes scoop of a great mini-musical. I don't even know if the interview went 5 minutes before it cut off. I thought that maybe my itunes had screwed up somehow but after looking at some of the reviews I'm seeing that this type of thing seems to be common with this show. If the podcast was posted in it's woefully short form (as opposed to some mistake on my part) PLEASE repost the full interview!,3
"Would have gotten the 5 stars, but the editing can be choppy(at times)",09/15/2008,FUnnefella,"I really enjoy this show every day. Its mix of culture, entertainment and politics are a joy.",4
"Eclectic mix of topics, Terry Gross is one of the best interviewers out there",09/15/2008,Penobscot,"When Terry Gross does an interview, you can tell that she has done her research. The topics cover everything from movies, CDs, TV shows and books to politics, pop culture and world figures.The political guests and authors cover everything from the left to the right of the political spectrum and Terry Gross does a better job than any other interviewer I have seen or heard of asking thoughtful and well researched questions to all of them. I have often learned of books, CDs, movies or TV shows that I never would have watched if I had not listened to this show. In addition to Terry's skills as an interviewer, the show brings in some of the best movie and music critics to round out the last 10-15 minutes of each show. I rarely miss an episode.",5
Awesome,07/13/2007,EricRyan,Great show...I'm a first time listener. Kudos to ITunes for bringing this forward and NPR ultimately for the great interviews and perspectives.,5
Ben Gibbard from Death Cab for Cutie 5/17/07 Acoustic Concert A+++,08/07/2007,Backdoor LaLa,"GREAT PODCAST and it's FREE. His voice is clear as a bell which I happen to really like about him. It's like having another album, but much more personal.",5
Interviews with Imagination,08/25/2007,CpLong,"I have always admired the way Terry Gross is able to imagine her way into the life of each person she interviews. She not only asks the questions I want most to hear, but she also always finds a way to ask that provocative, incisive question that allows the truth of the person to be heard.",5
Gene Simmons episode 8/31,09/06/2007,iDzine,"I love Fresh Air, first of all. But, I would like a warning to be attached to the 8/31 episode which features Gene Simmons from Kiss. He was very offensive with the host, rather disgustingly so. While I understand the idea of no censorship, I would have liked to be warned about his attitude toward women and sex-crude and unnecessary. My day would have been much better and my opinion of KISS untainted had I not listened.",3
Must listen daily,09/09/2007,kittenwhisperer,"Fresh Air and Radio Times from WHYY are programs I take time everyday to enjoy. They inform, entertain, and brroaden my world.",5
"Sometimes excellent, sometimes bias a-go-go",09/18/2007,Shmule Shekelberg III,"Terry Gross is a skilled interviewer. She's learned, and as I once heard her described ""could interview a slug and make it interesting"". After G.W. Bush took office she went, as NPR in general and shows such as Frontline on PBS did, on a liberal crusade. If you're a liberal it will be reassuring listening, but for Libertarians and middle of the roaders you will find many of the last 6 years of interviews to be quite biased whenever the guest is of a political bent. It's tiring, and doesn't suit her style. She's at her best when interviewing musicians, actors, writers, etc. Perhaps if a democrat is elected in 2008 she and NPR will relax and get back to what they do best. I hope so. My tax dollars are paying for it.",3
FINALLY...,10/06/2007,arturo41,"Terry Gross is a supurb interviewer; she's a good listener; her selection of topics, songs, etc. is good, though a bit much sometimes on music for me, an early bab boomer. This venue should give her an even broader audience which is great for everyone",4
OUTSTANDING NPR & ITUNES!,10/19/2007,thescribe,"I hadn't paid much attention to the podcasts. But, at the urging of my son, I decided to listen to a few and subscribe to some in kind. I've always enjoyed Fresh Air. The show's variety of guests and topics is unlike anything else you'll find on radio, television or the internet. I listen to NPR most of the day while driving or doing chores around the house. Now I can catch some portions of the show I might have missed on any given day. It's great.",5
Stephen Colbert on NPR,10/20/2007,resilient_spirit,"There's knowing, and then there is KNOWING. I always knew that the character Stephen Colbert presents on The Colbert Report is exactly that, a character or more accurrately, a persona. This NPR interview is the first time I've ever heard him out of character, and he's wonderful. He even stayed in character in front of President Bush (and roasted him good), and I think possibly NPR is the only place where he could drop the persona an simply be himself. I have enjoyed this glimpse inside the character, and the opportunity to get to know the man who brings that persona into our homes. I highly recommend this download to all Colbert fans.",5
Terry Gross is my hero!,11/01/2007,aztodd,Her interviewing style is unmatched. I am addicted to Fresh Air!,5
"Stale, and Stagnate",11/20/2007,ZXCQWEASD,"The stories are very well researched and informed, but they are far to long and dour, and eventually become mind-crushingly dull. The show manages to take subjects that should have you on the tip of your seat so profusely boring it's frankly horrifying. The reports should be trimmed down by half, then injected with perhaps the slightest bit of humor, WOULD IT KILL YOU TO DO THAT, and presented by far younger and more intesesting people. There are far better podcasts out there, please do not waste your time and disk space with this useless show that reeks of mothballs. I enjoy ""This American Life,"" as it manages to do something Ms. Gross seems amazingly opposed to, blending good reporting with entertainment. Truly stale and uninspiring.",1
inflection,12/01/2007,eclectikat,"I think one of the best aspects of this podcast is hearing parts of poems, literature read outloud by the authors. When you hear the inflection in their voice, pauses and breaks in sentences, it makes it incredibly insightful behind the meaning of the words. I have listened to the one of the poet sekou sundiata several times as well as interviews with philip roth. excellent.",5
Wonderful scoops,01/06/2008,navinsharma@yahoocom,"Terri Gross's capturing of current topics and insightful guests is a combination worth ingesting daily! The interview of David Johnston, author of ""Free Lunch"", was extremely well conducted. There is always room on my iPod for Terry's show....",5
Another must have podcast,01/06/2008,russellfrost,"Easily in the top five shows broadcast or podcast. This show is a gift. A diverse, humourous and interesting experience nearly every time. Very, very few other hosts could possibly be as consistently strong as Gross is.",5
I love this podcast,01/29/2008,Grizm,This is a terrific podcast! Very entertaining and informative.,5
ignorance-be-gone,02/12/2008,gardenfairy,"i wouldn't know squat about american culture and world issues without fresh air.
it is a consistently compelling listening experience - provides incite, unique perspective, and the human side of important issues - a bonus! -> you'll never be lacking topics for good conversation!",5
Interesting,02/20/2008,NorCal Explorer,Some of the stories on this program are way out there on the left and do not connect to middle America.,1
Not that interesting anymore.,02/23/2008,@!$##&!,I really used to like Fresh Air because of the balance of social and entertainment. But lately it's been a little too heavy on the entertainment portion. One day its a social or political issue and the next three or four are about movies. I enjoyed the old formula better.,3
quality.,03/14/2008,the blancoco kid,"good questions put to a wide diversity of guests, from the beastie boys to al gore.",5
Incredibly biased,03/15/2008,nolife32,"I cannot believe that so many say that Terry Gross is a great interviewer. True, she is skilled, but is completely unable to hide her ""classical liberalism"" (Secularism).",2
Fresh Air,03/22/2007,Breezzie,I love Terry Gross. Every time I hear it I want to buy the book if she is interviewing an author.,5
the only thing I wish...,03/22/2007,radiolover,"...is that they'd either include the music Terry mentions (""now we'll hear this musician playing/singing..."" - and then they cut directly to the next segment) or cut out her introduction. Otherwise I'd have given this podcast 5 stars! Love Fresh Air...",4
Fresh Air or National Polluted Airwaves,03/29/2007,Royaldiadem,"This is truly Fresh Air for the atheist and naturalist. In the event that you are a theist, or better yet a Christian, the discerning listener will detect the secular humanistic naturalist presupposition in the vast majority of the broadcasts.",2
Best Show on Radio,03/31/2007,Cranky Pete,"Laid back, and always insightful and entertaining.",5
I look forward to Fresh air every day,03/31/2007,jamtoe,"Fresh air appears to make an effort to be balanced and fair, which is always hard to do especially in the media, liberal or conservative. I really loved the two day's of interviews with Francis Collins and Richard Dawkins. Dawkins was very eloquent but when he was finished he left us with no hope only a faith in science that a select few will ever share and a certain fascist future.",5
please consider dividing by piece,04/01/2007,nykije,Please consider releasing this show in sections - it's cumbersome to scroll through an entire show to find out what the individual pieces are. Thanks for releasing the show!,5
"Excellent, but...",04/03/2007,Oren55,Excellent content. Now if only the host could stop saying 'like' every other sentence...,4
"Diverse, interesting, with a heavy Secular Progressive Bias",04/03/2007,Buckaroo Bonzai,"This show seeks to cover a plethora of topics, and generally does a good job in an in-depth interview about them. However, it proceeds from a foundation firmly rooted in what many would refer to as classic liberalism (or perhaps progressivism?). If you are not of this socio-political persuasion, you may be irked when it covers a topic of interest to you with a surprising bias.",3
I love TERI GROSS,04/03/2007,ticklemefancy,She's one hot lady. I was laughing so hard when Gene Simmons tore her apart on the show.,5
Fresh Air Awesome!!,04/06/2007,Dr D,"Just like that, one word sums it all up---AWESOME!!!!! Thank you.",5
thank you iTunes!!,04/10/2007,november_baby,"Finally i will never again miss an episode of my favorite radio program!! NPR is my only news source (besides Jon Stewart, of course.) So its great that i can listen to Terri Gross when its most convenient.",5
The Best,04/18/2007,Big El,"Personal and charming, Terry Gross can make an interview with a rock seem intelligent. She does her research, and explores surprising angles for each guest. Even if the guest does not personally interest me, I know Terry will introduce me to aspects of the guest that I would not have considered. Highly recommended - I have been listening since I was in college.",5
Only Charlie Rose is as good,04/19/2007,ldh100g,"I interviewed Terry Gross for Our Community Press (a now defunct GLBT paper that had a readership of about 35,000). We talked for about an hour. I chose her for a feature because she is consistently the best interviewer on the air.",5
Fresh Air,04/22/2007,Libertarian,"I am sickened that so many people think Terry Gross is great. She is an accomplished interiewer and has a very good concept underlying her show; however, Terry Gross is a hopeless liberal who is totally unable to mask her political affiliation and who, like too many of her colleagues shows her political leanings through the content she chooses for her programs. Terry should stick to interviewing people from the arts and entertainment where most people expect that liberal and illogical views will be espoused; venturing into the political or social field is dangerous territory where Terry will wade fearlessly into the liberal mire where she should not be allowed to enter without a counterweight. That said I still listen to the show as despite its severe shortcomings NPR, of which Fresh Air is a prominent part, is simply the best radio available when the BBC is not airing.",4
Best Ever!,04/30/2007,AK&47,I am so happy that iTunes now has Fresh Air. Terry Gross is a fantastic interviewer and her guests are always interesing.,5
Gasping For Air,05/09/2007,TracyGoode,"I'm not usually one for NPR, but in the last few months I have been listen and I have to say I'm really not impressed with Terry Gross. I don't thinks she asks lookings into anyone she interviews background or has any idea who she is talking to most of the time.When she as chances to ask hard hitting or even relevant questions she blows it.",1
Terry Gross Absolutely Rocks!,05/21/2007,chazzbro,"I've been listening to Fresh Air for probably 15 years. I always wished I could make it a daily habit...but schedules being what they are, that just wasn't possible. She's the best interviewer I've ever heard in my life. Fearless but respectful, she ALWAYS asks the questions I want to hear asked. I cannot say enough good about her. What a great program! Subscribe to this podcast now...you WILL NOT regret it!",5
"Gross is capable, but has her limits.",05/26/2007,mrdjsk,"Just listened to the infamous O'Reilly interview and it was painfully obvious that she had an agenda to attack him from the very first question. O'Reilly scored a knockout, whereas Gross came across as a lightweight out of her element. I much prefer Gross when she talks with Holywood ""luminaries"" or has chit-chat with celebrities. What she lacks in gravitas she makes up for with her uniquely calm, soothing voice.",2
Fantastic interviews,05/28/2007,tboneharbinger,"This podcast (like all of NPR's podcasts) would be so much better if they would put in section breaks to make it easier to move through each podcast. If you only want to hear the last segment in the podcast it's hard to ""fast forward"" to the last third. GREAT interviews though--this show is remarkable.",4
you don't know terry? you don't know jack!,06/27/2007,johnclint,"Terry is the best interviewer ever, this is a must",5
finally...,02/06/2007,n8bruce,"So glad this became free, and now if prairie home companion follows, i swear i will become a member.",5
"thank you, thank you, thank you",02/07/2007,Bonzo1277,Terry Gross is the consumate interviewer. This is a wonderful service for those of us who can't always catch the original broadcast.,5
Fantastic show,02/08/2007,Double Overhead,I enjoy listening to NPR in my car and I don't know how many times I get to where I need to go and sat in my car for a long time just to finish this wonderful show.,5
Thank you!!!,02/08/2007,mechbm,"Thank you, thank you, thank you, for finally becoming a podcast! I have waited a loooong time!",5
Yahoo! Fresh Air has come to iTunes!,02/11/2007,Nancy729,"Terry Gross is by far the best interviewer in journalism. Her style is part intimate conversationalist, part tenacious questioner. Her interviews are generous and composed of questions that are not being asked by every other interviewer in the oft times flavorless stew that comprises American contemporary media. As a test, check out her interview with Danny Devito -- it's not schmaltzy confessions, it's as thorough an examination of Devito's inspirations and history as one can experience. Ms. Gross' personal and journalistic curiosity is unmistakable. She is in a league with few peers; her show is fabulous. I agree, though, that there appears to be a technical difficulty with the podcast as some sessions end abruptly.",5
Love the show,02/13/2007,Connoisseur Man,"Thank you, so much to WHYY for finally making this show available on podcast I’ve been waiting such a long time for it I’m only able to listen to the show for about 10 minutes a day, and now I’ll be able to hear the whole thing.",5
Outstanding,02/18/2007,Pepperbird,Thank you NPR I can now get the shows i miss and play on my ipod. Great shows with a wonderful interviewer who knows how to talk to the people she interviews!,5
Made my day!,02/18/2007,rhoni,"Terry Gross has a voice I enjoy listening to. She is smooth, kind, smart and hard when she needs to be not loosing her cool. What else would one want in an interviewer? Her questions are often surprising never lets me down. She is a wonderful thinker. Keep up the good work, Terry. I am an expat really thrilled to be able to listen to you again.",5
Thanks for the convenience,02/19/2007,imedicineman,"Thank you for making this show available so we can all listen when we are able. Get Charlie Rose on a Podcast and I won't have to stay up till midnight to catch him on NPR. Thank you, and yes I'm a subscriber to OPB.",5
Fresh Air,02/20/2007,kdmcloughlin,"I am delighted that Fresh Air is available by podcast. Until now, I had been unable to listen to all the shows and now I can. Terry Gross is a prepared interviewer who asks appropriate and intriguing questions of her guests. It is my favorite NPR show.",5
